"product_id","product_title","product_url","collection","art","garment","nuvemshop_variant_id","sku","size","color","price_brl","available","visible","variant_image_id","variant_image_url","public_cover","youdraw_product_id","youdraw_variant_id","youdraw_sku","youdraw_cost_brl","youdraw_art_size_cm","reconciliation_status"
"352720257","Acima de Tudo Gótico | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/acima-de-tudo-gotico/","RELIQUIA","Acima de Tudo Gótico","Camiseta Oversized Premium","1550064829","Odva7S7V","GG","Preta","179.9","true","true","1222441987","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-c398a6d5790ec7709517824989990487-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720257-vitrine-nimbus-0f391a1c6ed223d29e17842432351675-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720257","Acima de Tudo Gótico | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/acima-de-tudo-gotico/","RELIQUIA","Acima de Tudo Gótico","Camiseta Oversized Premium","1550064836","IoBPIPQo","GG","Off-White","179.9","true","true","1222442006","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-ea1f36c62775229d6217824990001386-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720257-vitrine-nimbus-0f391a1c6ed223d29e17842432351675-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720257","Acima de Tudo Gótico | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/acima-de-tudo-gotico/","RELIQUIA","Acima de Tudo Gótico","Camiseta Oversized Premium","1550064841","tdtauipe","EG","Off-White","179.9","true","true","1222442006","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-ea1f36c62775229d6217824990001386-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720257-vitrine-nimbus-0f391a1c6ed223d29e17842432351675-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720257","Acima de Tudo Gótico | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/acima-de-tudo-gotico/","RELIQUIA","Acima de Tudo Gótico","Camiseta Oversized Premium","1550064846","FSoXA3Ox","EG","Preta","179.9","true","true","1222441987","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-c398a6d5790ec7709517824989990487-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720257-vitrine-nimbus-0f391a1c6ed223d29e17842432351675-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719728","Aparecida Barroca | Blusão Moletom","https://loja.nimbuswear.com.br/produtos/aparecida-barroca/","RELIQUIA","Aparecida Barroca","Blusão Moletom","1550063527","pLU7bwpg","P","Branca","269.9","true","true","1234145296","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719728","Aparecida Barroca | Blusão Moletom","https://loja.nimbuswear.com.br/produtos/aparecida-barroca/","RELIQUIA","Aparecida Barroca","Blusão Moletom","1550063540","IPVDPYH1","M","Branca","269.9","true","true","1234145296","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719728","Aparecida Barroca | Blusão Moletom","https://loja.nimbuswear.com.br/produtos/aparecida-barroca/","RELIQUIA","Aparecida Barroca","Blusão Moletom","1550063548","AcXkyg9Z","G","Branca","269.9","true","true","1234145296","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719728","Aparecida Barroca | Blusão Moletom","https://loja.nimbuswear.com.br/produtos/aparecida-barroca/","RELIQUIA","Aparecida Barroca","Blusão Moletom","1550063555","mvoyZmlV","GG","Branca","269.9","true","true","1234145296","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719728","Aparecida Barroca | Blusão Moletom","https://loja.nimbuswear.com.br/produtos/aparecida-barroca/","RELIQUIA","Aparecida Barroca","Blusão Moletom","1550063563","xs3tATyb","EG","Branca","269.9","true","true","1234145296","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719728-vitrine-nimbus-ec09a21079051d64d617842431390259-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620536","zJKEiwF4","P","Preta","179.9","true","true","1223067341","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-1a60f71a303a4621f917826042210405-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620540","rBR0gHUa","P","Off-White","179.9","true","true","1223067337","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-dd38789f520846213917826042202015-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620542","v99aZhuA","M","Preta","179.9","true","true","1223067341","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-1a60f71a303a4621f917826042210405-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620545","B6fA39GL","M","Off-White","179.9","true","true","1223067337","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-dd38789f520846213917826042202015-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620549","TEH7jrMp","G","Off-White","179.9","true","true","1223067337","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-dd38789f520846213917826042202015-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620551","H6eQSPw4","G","Preta","179.9","true","true","1223067341","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-1a60f71a303a4621f917826042210405-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620556","jhl19ykx","GG","Preta","179.9","true","true","1223067341","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-1a60f71a303a4621f917826042210405-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620558","sEya1uEa","GG","Off-White","179.9","true","true","1223067337","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-dd38789f520846213917826042202015-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620560","VRmh1lNi","EG","Preta","179.9","true","true","1223067341","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-1a60f71a303a4621f917826042210405-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca2/","RELIQUIA","Aparecida Barroca","Camiseta Oversized Premium","1550620562","pfBfkjGk","EG","Off-White","179.9","true","true","1223067337","//dcdn-us.mitiendanube.com/stores/007/889/827/products/file_name-dd38789f520846213917826042202015-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352890896-off-white-3215fd5ef347203acc17843858615835-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720127","Aparecida Barroca | Camiseta Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca3/","RELIQUIA","Aparecida Barroca","Camiseta Premium","1550064482","87nsDMUj","P","Branca","149.9","true","true","1234145880","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720127","Aparecida Barroca | Camiseta Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca3/","RELIQUIA","Aparecida Barroca","Camiseta Premium","1550064487","YuvS0r9k","M","Branca","149.9","true","true","1234145880","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720127","Aparecida Barroca | Camiseta Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca3/","RELIQUIA","Aparecida Barroca","Camiseta Premium","1550064496","9gpbdK75","G","Branca","149.9","true","true","1234145880","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720127","Aparecida Barroca | Camiseta Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca3/","RELIQUIA","Aparecida Barroca","Camiseta Premium","1550064510","5s5AYetR","GG","Branca","149.9","true","true","1234145880","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352720127","Aparecida Barroca | Camiseta Premium","https://loja.nimbuswear.com.br/produtos/aparecida-barroca3/","RELIQUIA","Aparecida Barroca","Camiseta Premium","1550064527","EmwWnRWj","EG","Branca","149.9","true","true","1234145880","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352720127-vitrine-nimbus-6e3562cb356135542b17842432036125-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719816","Aparecida Barroca | Moletom Canguru","https://loja.nimbuswear.com.br/produtos/aparecida-barroca1/","RELIQUIA","Aparecida Barroca","Moletom Canguru","1550063841","aoHKz97e","P","Branca","299.9","true","true","1234145606","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719816","Aparecida Barroca | Moletom Canguru","https://loja.nimbuswear.com.br/produtos/aparecida-barroca1/","RELIQUIA","Aparecida Barroca","Moletom Canguru","1550063864","PbE9ABPV","M","Branca","299.9","true","true","1234145606","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
"352719816","Aparecida Barroca | Moletom Canguru","https://loja.nimbuswear.com.br/produtos/aparecida-barroca1/","RELIQUIA","Aparecida Barroca","Moletom Canguru","1550063871","Al1Jr61o","G","Branca","299.9","true","true","1234145606","//dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-1024-1024.webp","http://dcdn-us.mitiendanube.com/stores/007/889/827/products/352719816-vitrine-nimbus-c4478269cac4524a1017842431710979-640-0.webp","","","","","","AGUARDA EXPORTAÇÃO DA YOUDRAW"
